date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:26	264472/264472	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-DemiBold-32501cc8121c610a82362fb7983c424b368d892bc142d12ab88fcd853a211d51.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-DemiBold-32501cc8121c610a82362fb7983c424b368d892bc142d12ab88fcd853a211d51.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:26	452737/452737	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-DemiBold-5757d2c7bff757385b6067f0db1e5fe752fafb8476bc1f185e37abbae701795d.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-DemiBold-5757d2c7bff757385b6067f0db1e5fe752fafb8476bc1f185e37abbae701795d.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:27	146460/146460	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-b1dc564b059003609933c7df8097bbfd2c122ea822f8167b6bfc0afd9d6ae803.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-b1dc564b059003609933c7df8097bbfd2c122ea822f8167b6bfc0afd9d6ae803.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:28	146460/146460	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-b1dc564b059003609933c7df8097bbfd2c122ea822f8167b6bfc0afd9d6ae803.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-b1dc564b059003609933c7df8097bbfd2c122ea822f8167b6bfc0afd9d6ae803d41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:28	35692/35692	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-8e6d54b6d37910ccc51f12466fe653449039869a6b23663c497130240cfc0a8e.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-8e6d54b6d37910ccc51f12466fe653449039869a6b23663c497130240cfc0a8e.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:29	52272/52272	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-4ec2f653d24c6b511521b17d148132ce8f44a416a548d36a8615138674cb109b.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-4ec2f653d24c6b511521b17d148132ce8f44a416a548d36a8615138674cb109b.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:29	146248/146248	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-18d01f8712ebc2c8e5a5680d9c104b1c75936e4c2675aec8aacbc5b982ac1064.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-18d01f8712ebc2c8e5a5680d9c104b1c75936e4c2675aec8aacbc5b982ac1064.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:30	248420/248420	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-bf78423277f3e13caf0651c0d41c04d87a734482d9766d0108a8623694289d8a.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-HeavyItalic-bf78423277f3e13caf0651c0d41c04d87a734482d9766d0108a8623694289d8a.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:31	421288/421288	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-130da6158594c07a3ad08703aac07021990250e216131386f151d379671c945a.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-130da6158594c07a3ad08703aac07021990250e216131386f151d379671c945a.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:32	421288/421288	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-130da6158594c07a3ad08703aac07021990250e216131386f151d379671c945a.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-130da6158594c07a3ad08703aac07021990250e216131386f151d379671c945ad41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:32	67012/67012	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-49a534a75bda7542595f324d46a848241cd15d648e67f328d1b835437be6ab80.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-49a534a75bda7542595f324d46a848241cd15d648e67f328d1b835437be6ab80.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:33	127360/127360	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-08f2a544a2b927479ddab1d18e84a09e1ab6b64856b36872713d04ecd1e97bf9.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-08f2a544a2b927479ddab1d18e84a09e1ab6b64856b36872713d04ecd1e97bf9.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:33	421096/421096	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-dc888d1aac1573584125beacd9c878ff6dd6418c529f573ec68412966d0b4674.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-dc888d1aac1573584125beacd9c878ff6dd6418c529f573ec68412966d0b4674.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:34	443447/443447	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-a2326f58a05a815aef1762b4b9c0ae172ccda23b5fadf2d45ed38b21291353fc.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Regular-a2326f58a05a815aef1762b4b9c0ae172ccda23b5fadf2d45ed38b21291353fc.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:35	278124/278124	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-0d226e126fef3c34a5e2b6e89f4ab76e20d0740deabfe3ce504e569fdf1fdd70.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-0d226e126fef3c34a5e2b6e89f4ab76e20d0740deabfe3ce504e569fdf1fdd70.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:35	278124/278124	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-0d226e126fef3c34a5e2b6e89f4ab76e20d0740deabfe3ce504e569fdf1fdd70.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-0d226e126fef3c34a5e2b6e89f4ab76e20d0740deabfe3ce504e569fdf1fdd70d41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:36	59804/59804	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-ca5d5159e66e182a6a59db857adcd5bab5d2da1c7942f33b50f1ac0ac3a1be4f.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-ca5d5159e66e182a6a59db857adcd5bab5d2da1c7942f33b50f1ac0ac3a1be4f.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:37	96292/96292	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-4389edd40fa0fd3e307257761bede3a772689f72175f76eb8f4c408ffcf0bd3f.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-4389edd40fa0fd3e307257761bede3a772689f72175f76eb8f4c408ffcf0bd3f.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:37	277920/277920	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-42545d5ba017c1f7487720ffa0526a16496242dddb0c9c9aeaf9a2379992b668.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-42545d5ba017c1f7487720ffa0526a16496242dddb0c9c9aeaf9a2379992b668.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:38	451429/451429	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-79d079b10c7c1518944cba7bf4fa3e1f35cfb6d43c0737c013631dcc713023fa.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Medium-79d079b10c7c1518944cba7bf4fa3e1f35cfb6d43c0737c013631dcc713023fa.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:39	149088/149088	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-4ba779adf9d126be7aa9f673b1e3953ea8027ed0aaf945896d4e9ad052bc5408.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-4ba779adf9d126be7aa9f673b1e3953ea8027ed0aaf945896d4e9ad052bc5408.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:39	149088/149088	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-4ba779adf9d126be7aa9f673b1e3953ea8027ed0aaf945896d4e9ad052bc5408.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-4ba779adf9d126be7aa9f673b1e3953ea8027ed0aaf945896d4e9ad052bc5408d41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:40	36348/36348	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-f5a288c7b6a154b47720219ee44548ad79871b3c6809b961fd104d58a0a416bf.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-f5a288c7b6a154b47720219ee44548ad79871b3c6809b961fd104d58a0a416bf.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:40	52824/52824	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-8ccd1843e73fbf782cabff9f9133a5882fb4c6c36785eabf87a34bc46fff46d8.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-8ccd1843e73fbf782cabff9f9133a5882fb4c6c36785eabf87a34bc46fff46d8.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:41	148888/148888	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-6b9145ebdac712109a8cae3e492f15f9b34fca8e65a2a53c3e5a2b278f732cc5.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-6b9145ebdac712109a8cae3e492f15f9b34fca8e65a2a53c3e5a2b278f732cc5.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:42	240760/240760	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-4bfc5185e0c4ac652304d5804b420bc0908d7ce39de89b1cd07f4009161a63bd.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Heavy-4bfc5185e0c4ac652304d5804b420bc0908d7ce39de89b1cd07f4009161a63bd.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:43	412672/412672	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-cfa6b7e027a41916a79e21fe23055441d4385928eb30a249f9f38652e3b0686e.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-cfa6b7e027a41916a79e21fe23055441d4385928eb30a249f9f38652e3b0686e.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:44	412672/412672	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-cfa6b7e027a41916a79e21fe23055441d4385928eb30a249f9f38652e3b0686e.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-cfa6b7e027a41916a79e21fe23055441d4385928eb30a249f9f38652e3b0686ed41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:44	66520/66520	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-ac8d500dc8c8102e7f1446eb8575d1e038fb86817160af515bfc2a36e7505fdd.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-ac8d500dc8c8102e7f1446eb8575d1e038fb86817160af515bfc2a36e7505fdd.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:45	126184/126184	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-b9c60e29ec79924a996d84928530dd6cf36910605f40778cf9dd212bb1a88fdb.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-b9c60e29ec79924a996d84928530dd6cf36910605f40778cf9dd212bb1a88fdb.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:45	412484/412484	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-6083989e7302c0bafe5c98ce43d51831a94e3026dc5786f98084886ee110941a.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-6083989e7302c0bafe5c98ce43d51831a94e3026dc5786f98084886ee110941a.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:46	462092/462092	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-1e08f5b1b9075c3716a6b9b58a863a9c589384b74d89cbff286025799a41a9e7.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-Italic-1e08f5b1b9075c3716a6b9b58a863a9c589384b74d89cbff286025799a41a9e7.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:47	317824/317824	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-ce19583b88f13e787db3343a6615e08ad30841565cac52efac22a3a0e017c5ec.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-ce19583b88f13e787db3343a6615e08ad30841565cac52efac22a3a0e017c5ec.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:48	317824/317824	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-ce19583b88f13e787db3343a6615e08ad30841565cac52efac22a3a0e017c5ec.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-ce19583b88f13e787db3343a6615e08ad30841565cac52efac22a3a0e017c5ecd41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:49	64108/64108	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-8998b81d285cc1eeb4b39b9fe4ffb7ce8511ff9dfc7e539a6682149a939c7dc2.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-8998b81d285cc1eeb4b39b9fe4ffb7ce8511ff9dfc7e539a6682149a939c7dc2.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:49	106532/106532	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-c6b5c4c4072009134cf769033cfc8aab58fb97d01e206a03e1b394c4b59f4697.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-c6b5c4c4072009134cf769033cfc8aab58fb97d01e206a03e1b394c4b59f4697.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:50	317616/317616	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-7039504c3d0ed4f0c3e9aa72fecddd65dffeea9f653e2b11a9a4a85476baf167.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-7039504c3d0ed4f0c3e9aa72fecddd65dffeea9f653e2b11a9a4a85476baf167.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:51	472187/472187	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-df75c18c9ef1a6efdb57d323aebf1a071a2adb0b92698dc902e5b56b166f6343.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-BoldItalic-df75c18c9ef1a6efdb57d323aebf1a071a2adb0b92698dc902e5b56b166f6343.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:51	369444/369444	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-0deeac1159692ed8a5b9dc90eb8c2bcf3df68d33c8c9c6c36b9afeba085e5980.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-0deeac1159692ed8a5b9dc90eb8c2bcf3df68d33c8c9c6c36b9afeba085e5980.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:52	369444/369444	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-0deeac1159692ed8a5b9dc90eb8c2bcf3df68d33c8c9c6c36b9afeba085e5980.eot?	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-0deeac1159692ed8a5b9dc90eb8c2bcf3df68d33c8c9c6c36b9afeba085e5980d41d.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:52	50032/50032	---M--	200	added ('OK')	application/font-woff2	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-234e18d686e48c06a84cddf15574848d72bf628eef5524616d48f809d6cbb05d.woff2	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-234e18d686e48c06a84cddf15574848d72bf628eef5524616d48f809d6cbb05d.woff2	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:53	93300/93300	---MCZ	200	added ('OK')	application/font-woff	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-0b95aba64c412cbaf3c509d76f67b226c5a19555ebf012a0666ea82743c192af.woff	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-0b95aba64c412cbaf3c509d76f67b226c5a19555ebf012a0666ea82743c192af.woff	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:55	369224/369224	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-ceb1e52caf6f3d98f6c2083d0b6f05f93bff35cc07e303b95dbf390a67075b78.ttf	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-ceb1e52caf6f3d98f6c2083d0b6f05f93bff35cc07e303b95dbf390a67075b78.ttf	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:55	406549/406549	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-b523256026095e6709a7c2a7249257b156f442442fd31a629d7ca02d7dfc3a85.svg	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-UltraLight-b523256026095e6709a7c2a7249257b156f442442fd31a629d7ca02d7dfc3a85.svg	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
12:38:55	350408/350408	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Feb%202023%2007:20:35%20GMT	https://www.hurrcollective.com/assets/AvenirNext/AvenirNext-MediumItalic-22c894a006628085436e358e91afa65d6ca7a550632aedc0c362feed3cefe208.eot	D:/my-projects/htTrack/Rent/www.hurrcollective.com/assets/AvenirNext/AvenirNext-MediumItalic-22c894a006628085436e358e91afa65d6ca7a550632aedc0c362feed3cefe208.eot	(from https://www.hurrcollective.com/assets/application_v3-12668fba94257f413ad32e0d9eb29353716c7daf105ac001a2202261a10d54c3.css)
